"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1035","1.2685026377605653E+0","2.2262596323326439E-21","-2.2867479353721370E-34","1.1673067065162238E-12","-8.1366873420945218E-1","2.6023329037373965E-33","2.5763574345129800E+0","1.8547697049671260E+1","8.2215519982155897E+1","3.4449385286633500E+0","1.215058560962404E-2"
"1034","1.2687007416689113E+0","3.2506919183021681E-20","-1.0083801964376370E-33","3.0326118270096056E-13","-8.1398978768966701E-1","7.3339562745542847E-33","2.5760378153583501E+0","1.8548175891446444E+1","8.2217642521974753E+1","3.4379161668488898E+0","1.215058560962404E-2"
"1033","1.2688931689743652E+0","2.2262624349724407E-21","-3.6997803071368383E-34","2.6369315003357378E-13","-8.1430176018779288E-1","1.3726600182857098E-33","2.5757271923386700E+0","1.8548640453109829E+1","8.2219701763001638E+1","3.4311108826029200E+0","1.215058560962404E-2"
"1032","1.2690915019336635E+0","3.2506906840339917E-20","1.9197585990454188E-34","5.2691039499433314E-13","-8.1462342937771737E-1","-1.6702834329704048E-33","2.5754068686432601E+0","1.8549118696800097E+1","8.2221821651717093E+1","3.4241130566485398E+0","1.215058560962404E-2"
"1031","1.2692841524739138E+0","2.2262690770550661E-21","-9.3240211907223845E-34","2.3587856241452330E-13","-8.1493600093397356E-1","7.5549962322829076E-33","2.5750955596349998E+0","1.8549582680027960E+1","8.2223878328739573E+1","3.4173315480227600E+0","1.215058560962404E-2"
"1030","1.2694827162873596E+0","3.2506902328408971E-20","-2.3206352334544358E-34","1.8977011188312276E-13","-8.1525828858727378E-1","9.7661246160666468E-34","2.5747745272128801E+0","1.8550060330110092E+1","8.2225995586195680E+1","3.4103581692130498E+0","1.215058560962404E-2"
"1029","1.2696755918118694E+0","2.2262639277750407E-21","-1.1008504595450723E-35","5.1880395376480717E-13","-8.1557146187630958E-1","2.1246237545067271E-33","2.5744625281483700E+0","1.8550523739234663E+1","8.2228049718416997E+1","3.4036003491590101E+0","1.215058560962404E-2"
"1028","1.2698743882805350E+0","3.2506903950458539E-20","-3.8851263789027424E-34","2.5394832099347484E-12","-8.1589437074997917E-1","3.1478798319540202E-33","2.5741407828047298E+0","1.8551000800157283E+1","8.2230164364332950E+1","3.3966513274074299E+0","1.215058560962404E-2"
"1027","1.2700674905367180E+0","2.2262729609265587E-21","-4.6141092005651840E-35","3.9536970134920589E-12","-8.1620814845014944E-1","-1.1561104489772280E-33","2.5738280896068599E+0","1.8551463639483291E+1","8.2232215970834503E+1","3.3899171108368500E+0","1.215058560962404E-2"
"1026","1.2702665214593509E+0","3.2506904649199958E-20","2.8971564378152267E-34","3.3263333552675648E-12","-8.1653168130460962E-1","-8.3609974438112255E-34","2.5735056271374699E+0","1.8551940115665538E+1","8.2234328024798813E+1","3.3829923584090902E+0","1.215058560962404E-2"
"1025","1.2704598521920936E+0","2.2262730570540556E-21","-1.5311622071826485E-34","9.0848391523489823E-13","-8.1684606609659682E-1","7.6930227789564606E-34","2.5731922357212800E+0","1.8552402389468490E+1","8.2236377124532439E+1","3.3762816600363901E+0","1.215058560962404E-2"
"1024","1.2706591193651902E+0","3.2506902744826635E-20","1.5430126596068757E-34","2.8457369655272801E-13","-8.1717022569517239E-1","-3.3033742246807924E-33","2.5728690519133202E+0","1.8552878285302011E+1","8.2238486606011762E+1","3.3693810904629800E+0","1.215058560962404E-2"
"1023","1.2708526803176319E+0","2.2262733801715594E-21","-5.8892854723372015E-34","2.5285704317201068E-13","-8.1748522026376003E-1","4.5672422407978994E-33","2.5725549581838001E+0","1.8553339997832904E+1","8.2240533217820641E+1","3.3626938262369599E+0","1.215058560962404E-2"
"1022","1.2710521855351915E+0","3.2506902075569590E-20","1.7318264397077056E-34","2.1635749937604033E-13","-8.1781000937252357E-1","-1.4773377902264345E-33","2.5722310488157101E+0","1.8553815317680538E+1","8.2242640146153931E+1","3.3558173531600102E+0","1.215058560962404E-2"
"1021","1.2712459784475858E+0","2.2262777466997295E-21","-5.5488035336215260E-34","4.5942897654314260E-14","-8.1812561640399140E-1","3.4474663222045884E-33","2.5719162486707101E+0","1.8554276473160193E+1","8.2244684288747521E+1","3.3491534404150500E+0","1.215058560962404E-2"
"1020","1.2714457235011645E+0","3.2506903366019834E-20","2.7618680582951203E-34","8.9378944670877563E-14","-8.1845103779192285E-1","-1.3633501030271973E-33","2.5715916095118501E+0","1.8554751221357002E+1","8.2246788683150598E+1","3.3423009799293801E+0","1.215058560962404E-2"
"1019","1.2716397501114729E+0","2.2262760681046900E-21","-6.5466806880345658E-34","2.0795187117574815E-13","-8.1876725997554600E-1","3.9250696769436838E-33","2.5712760988401602E+0","1.8555211823980351E+1","8.2248830375123589E+1","3.3356603365316602E+0","1.215058560962404E-2"
"1018","1.2718397367899195E+0","3.2506910128463765E-20","1.2676531079267548E-34","2.7034270872036438E-13","-8.1909331641367067E-1","-1.5949930198002373E-33","2.5709507256517798E+0","1.8555686004832641E+1","8.2250932254684827E+1","3.3288318036253099E+0","1.215058560962404E-2"
"1017","1.2720339988334268E+0","2.2262778577713353E-21","-9.2114676066311505E-35","2.6869139905087986E-13","-8.1941015644057036E-1","9.2561363919623974E-34","2.5706345003344402E+0","1.8556146058766700E+1","8.2252971514508147E+1","3.3222143494723202E+0","1.215058560962404E-2"
"1016","1.2722342289229298E+0","3.2506908088381184E-20","5.1389086534897943E-34","3.5394380648261545E-13","-8.1973685070223568E-1","-2.7819484405430421E-33","2.5703083888691900E+0","1.8556619676553375E+1","8.2255070898194433E+1","3.3154096618489302E+0","1.215058560962404E-2"
"1015","1.2724287281322562E+0","2.2262738341515733E-21","3.7793024999699660E-34","3.8218330604667875E-13","-8.2005431126559603E-1","-2.4447931508401936E-33","2.5699914447790402E+0","1.8557079185938498E+1","8.2257107744220846E+1","3.3088153163236100E+0","1.215058560962404E-2"
"1014","1.2726292034161415E+0","3.2506911700026162E-20","6.4828513447849156E-36","4.5616056245434418E-13","-8.2038164612586806E-1","-1.2543230019884301E-33","2.5696645907815800E+0","1.8557552244910408E+1","8.2259204650874722E+1","3.3020343920219499E+0","1.215058560962404E-2"
"1013","1.2728239415211016E+0","2.2262791647813513E-21","-3.2556096647740595E-34","4.2177634140767892E-13","-8.2069972992044571E-1","1.0938797780446961E-33","2.5693469237837698E+0","1.8558011213859661E+1","8.2261239101336017E+1","3.2954630767132902E+0","1.215058560962404E-2"
